"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2024-01-02,"23:59:00","X8","PN",1005.3
2024-01-02,NA,"X8","PPT",0
2024-01-02,NA,"X8","RS24h",5
2024-01-02,NA,"X8","VVM10",2.1
2024-01-02,NA,"X8","DVM10",271
2024-01-02,"23:12:00","X8","VVX10",7.3
2024-01-02,"23:12:00","X8","DVVX10",289
2024-01-03,NA,"D5","TM",13.3
2024-01-03,"12:48:00","D5","TX",15.4
2024-01-03,"23:54:00","D5","TN",11.4
2024-01-03,NA,"D5","HRM",67
2024-01-03,"23:52:00","D5","HRX",76
2024-01-03,"00:00:00","D5","HRN",56
2024-01-03,NA,"D5","PM",966.5
2024-01-03,"23:16:00","D5","PX",969.1
2024-01-03,"13:32:00","D5","PN",964.3
2024-01-03,NA,"D5","PPT",0
2024-01-03,NA,"D5","RS24h",2.8
2024-01-03,NA,"D5","VVM10",2.8
2024-01-03,NA,"D5","DVM10",248
2024-01-03,"09:16:00","D5","VVX10",13.4
2024-01-03,"09:16:00","D5","DVVX10",262
2024-01-03,NA,"X2","TM",14.5
2024-01-03,"12:30:00","X2","TX",18.6
2024-01-03,"07:43:00","X2","TN",11.1
2024-01-03,NA,"X2","HRM",67
2024-01-03,"23:56:00","X2","HRX",80
2024-01-03,"12:30:00","X2","HRN",55
2024-01-03,NA,"X4","TM",15.7
2024-01-03,"13:08:00","X4","TX",18.9
2024-01-03,"06:42:00","X4","TN",13.1
2024-01-03,NA,"X4","HRM",58
2024-01-03,"18:50:00","X4","HRX",65
2024-01-03,"02:14:00","X4","HRN",51
2024-01-03,NA,"X4","PM",1010.9
2024-01-03,"23:00:00","X4","PX",1013.7
2024-01-03,"14:04:00","X4","PN",1008.7
2024-01-03,NA,"X4","PPT",0
2024-01-03,NA,"X4","RS24h",2.7
2024-01-03,NA,"X4","VVM10",1.7
2024-01-03,NA,"X4","DVM10",265
2024-01-03,"11:15:00","X4","VVX10",10.8
2024-01-03,"11:15:00","X4","DVVX10",269
2024-01-03,NA,"X8","TM",15.1
2024-01-03,"12:57:00","X8","TX",18.6
2024-01-03,"06:43:00","X8","TN",11.3
2024-01-03,NA,"X8","HRM",60
2024-01-03,"19:28:00","X8","HRX",70
2024-01-03,"00:08:00","X8","HRN",48
2024-01-03,NA,"X8","PM",1005.2
2024-01-03,"23:19:00","X8","PX",1007.8
2024-01-03,"13:37:00","X8","PN",1002.9
2024-01-03,NA,"X8","PPT",0
2024-01-03,NA,"X8","RS24h",2.7
2024-01-03,NA,"X8","VVM10",1.8
2024-01-03,NA,"X8","DVM10",277
2024-01-03,"11:40:00","X8","VVX10",10.3
2024-01-03,"11:40:00","X8","DVVX10",302
2024-01-04,NA,"D5","TM",11.9
2024-01-04,"13:58:00","D5","TX",17.1
2024-01-04,"07:41:00","D5","TN",9.8
2024-01-04,NA,"D5","HRM",85
2024-01-04,"08:03:00","D5","HRX",100
2024-01-04,"13:50:00","D5","HRN",62
2024-01-04,NA,"D5","PM",966.1
2024-01-04,"09:46:00","D5","PX",969.9
2024-01-04,"23:45:00","D5","PN",959
2024-01-04,NA,"D5","PPT",0
2024-01-04,NA,"D5","RS24h",5.2
2024-01-04,NA,"D5","VVM10",2.5
2024-01-04,NA,"D5","DVM10",262
2024-01-04,"22:51:00","D5","VVX10",7.3
2024-01-04,"22:51:00","D5","DVVX10",268
2024-01-04,NA,"X2","TM",12.5
2024-01-04,"12:09:00","X2","TX",16.3
2024-01-04,"07:43:00","X2","TN",9.3
2024-01-04,NA,"X2","HRM",83
2024-01-04,"21:44:00","X2","HRX",92
2024-01-04,"11:21:00","X2","HRN",68
2024-01-04,NA,"X4","TM",14.2
2024-01-04,"12:31:00","X4","TX",17.3
2024-01-04,"06:15:00","X4","TN",12.3
2024-01-04,NA,"X4","HRM",76
2024-01-04,"20:37:00","X4","HRX",94
2024-01-04,"00:00:00","X4","HRN",62
2024-01-04,NA,"X4","PM",1010.5
2024-01-04,"10:00:00","X4","PX",1014.5
2024-01-04,"23:49:00","X4","PN",1003.1
2024-01-04,NA,"X4","PPT",0
2024-01-04,NA,"X4","RS24h",6.6
2024-01-04,NA,"X4","VVM10",1
2024-01-04,NA,"X4","DVM10",173
2024-01-04,"23:48:00","X4","VVX10",4.1
2024-01-04,"23:48:00","X4","DVVX10",96
2024-01-04,NA,"X8","TM",13.1
2024-01-04,"11:49:00","X8","TX",17.8
2024-01-04,"08:00:00","X8","TN",10
2024-01-04,NA,"X8","HRM",84
2024-01-04,"20:00:00","X8","HRX",100
2024-01-04,"12:06:00","X8","HRN",63
2024-01-04,NA,"X8","PM",1004.8
2024-01-04,"09:44:00","X8","PX",1008.7
2024-01-04,"23:43:00","X8","PN",997.4
2024-01-04,NA,"X8","PPT",0
2024-01-04,NA,"X8","RS24h",4.9
2024-01-04,NA,"X8","VVM10",1.2
2024-01-04,NA,"X8","DVM10",312
2024-01-04,"12:01:00","X8","VVX10",3.8
2024-01-04,"12:01:00","X8","DVVX10",205
2024-01-05,NA,"D5","TM",9.3
2024-01-05,"00:14:00","D5","TX",11.6
2024-01-05,"23:56:00","D5","TN",5.5
2024-01-05,NA,"D5","HRM",89
2024-01-05,"22:00:00","D5","HRX",100
2024-01-05,"16:51:00","D5","HRN",71
2024-01-05,NA,"D5","PM",956
2024-01-05,"01:05:00","D5","PX",959.5
2024-01-05,"14:00:00","D5","PN",953.8
2024-01-05,NA,"D5","PPT",9.7
2024-01-05,NA,"D5","RS24h",2.8
2024-01-05,NA,"D5","VVM10",3.5
2024-01-05,NA,"D5","DVM10",315
2024-01-05,"23:45:00","D5","VVX10",10
2024-01-05,"23:45:00","D5","DVVX10",296
2024-01-05,NA,"X2","TM",11.7
2024-01-05,"13:30:00","X2","TX",13.7
2024-01-05,"22:05:00","X2","TN",8.7
2024-01-05,NA,"X2","HRM",85
2024-01-05,"04:39:00","X2","HRX",96
2024-01-05,"13:46:00","X2","HRN",65
2024-01-05,NA,"X4","TM",12.4
2024-01-05,"13:30:00","X4","TX",13.9
2024-01-05,"22:38:00","X4","TN",9.3
2024-01-05,NA,"X4","HRM",83
2024-01-05,"04:31:00","X4","HRX",100
2024-01-05,"13:57:00","X4","HRN",62
2024-01-05,NA,"X4","PM",1000.3
2024-01-05,"01:00:00","X4","PX",1003.8
2024-01-05,"14:02:00","X4","PN",998
2024-01-05,NA,"X4","PPT",8.2
2024-01-05,NA,"X4","RS24h",1.5
2024-01-05,NA,"X4","VVM10",1.3
2024-01-05,NA,"X4","DVM10",15
2024-01-05,"23:50:00","X4","VVX10",8.8
2024-01-05,"23:50:00","X4","DVVX10",306
2024-01-05,NA,"X8","TM",11.5
2024-01-05,"12:42:00","X8","TX",13.7
2024-01-05,"21:46:00","X8","TN",7.7
2024-01-05,NA,"X8","HRM",84
2024-01-05,"23:00:00","X8","HRX",100
2024-01-05,"17:31:00","X8","HRN",61
2024-01-05,NA,"X8","PM",994.5
2024-01-05,"01:03:00","X8","PX",998
2024-01-05,"13:53:00","X8","PN",992.2
2024-01-05,NA,"X8","PPT",6.6
2024-01-05,NA,"X8","RS24h",2.5
2024-01-05,NA,"X8","VVM10",1.6
2024-01-05,NA,"X8","DVM10",337
2024-01-05,"23:59:00","X8","VVX10",8.5
2024-01-05,"23:59:00","X8","DVVX10",304
2024-01-06,NA,"D5","TM",6.9
2024-01-06,"13:55:00","D5","TX",12.2
2024-01-06,"23:58:00","D5","TN",4.1
2024-01-06,NA,"D5","HRM",63
2024-01-06,"00:00:00","D5","HRX",94
2024-01-06,"17:35:00","D5","HRN",43
2024-01-06,NA,"D5","PM",959.1
2024-01-06,"23:02:00","D5","PX",962.2
2024-01-06,"01:24:00","D5","PN",955.6
2024-01-06,NA,"D5","PPT",0
2024-01-06,NA,"D5","RS24h",9.4
2024-01-06,NA,"D5","VVM10",7.1
2024-01-06,NA,"D5","DVM10",321
2024-01-06,"05:52:00","D5","VVX10",15.3
2024-01-06,"05:52:00","D5","DVVX10",340
2024-01-06,NA,"X2","TM",10.5
2024-01-06,"14:35:00","X2","TX",15
2024-01-06,"08:00:00","X2","TN",6.4
2024-01-06,NA,"X2","HRM",54
2024-01-06,"00:06:00","X2","HRX",86
2024-01-06,"17:15:00","X2","HRN",27
2024-01-06,NA,"X4","TM",10.7
2024-01-06,"14:10:00","X4","TX",15.2
2024-01-06,"05:23:00","X4","TN",7.9
2024-01-06,NA,"X4","HRM",50
2024-01-06,"00:01:00","X4","HRX",76
2024-01-06,"17:23:00","X4","HRN",29
2024-01-06,NA,"X4","PM",1003.9
2024-01-06,"20:03:00","X4","PX",1006.6
2024-01-06,"01:13:00","X4","PN",1000.5
2024-01-06,NA,"X4","PPT",0
2024-01-06,NA,"X4","RS24h",9.5
2024-01-06,NA,"X4","VVM10",3
2024-01-06,NA,"X4","DVM10",295
2024-01-06,"23:03:00","X4","VVX10",12
2024-01-06,"23:03:00","X4","DVVX10",311
2024-01-06,NA,"X8","TM",9.8
2024-01-06,"14:11:00","X8","TX",14.4
2024-01-06,"07:39:00","X8","TN",6.8
2024-01-06,NA,"X8","HRM",54
2024-01-06,"00:00:00","X8","HRX",82
2024-01-06,"18:20:00","X8","HRN",39
2024-01-06,NA,"X8","PM",998.1
2024-01-06,"23:58:00","X8","PX",1001.2
2024-01-06,"01:24:00","X8","PN",994.6
2024-01-06,NA,"X8","PPT",0
2024-01-06,NA,"X8","RS24h",9.3
2024-01-06,NA,"X8","VVM10",4.9
2024-01-06,NA,"X8","DVM10",313
2024-01-06,"23:09:00","X8","VVX10",13.4
2024-01-06,"23:09:00","X8","DVVX10",302
2024-01-07,NA,"D5","TM",6.5
2024-01-07,"13:51:00","D5","TX",12.5
2024-01-07,"07:20:00","D5","TN",3
2024-01-07,NA,"D5","HRM",43
2024-01-07,"05:35:00","D5","HRX",68
2024-01-07,"15:05:00","D5","HRN",19
2024-01-07,NA,"D5","PM",962.8
2024-01-07,"23:56:00","D5","PX",964.2
2024-01-07,"04:56:00","D5","PN",961.5
2024-01-07,NA,"D5","PPT",0
2024-01-07,NA,"D5","RS24h",9.6
2024-01-07,NA,"D5","VVM10",4.9
2024-01-07,NA,"D5","DVM10",310
2024-01-07,"01:12:00","D5","VVX10",13
2024-01-07,"01:12:00","D5","DVVX10",308
2024-01-07,NA,"X2","TM",10.5
2024-01-07,"15:01:00","X2","TX",14.7
2024-01-07,"06:32:00","X2","TN",7.5
2024-01-07,NA,"X2","HRM",33
2024-01-07,"02:54:00","X2","HRX",51
2024-01-07,"15:07:00","X2","HRN",16
2024-01-07,NA,"X4","TM",10.3
2024-01-07,"14:41:00","X4","TX",14.9
2024-01-07,"05:48:00","X4","TN",7.1
2024-01-07,NA,"X4","HRM",32
2024-01-07,"02:48:00","X4","HRX",53
2024-01-07,"15:18:00","X4","HRN",14
2024-01-07,NA,"X4","PM",1007.5
2024-01-07,"23:30:00","X4","PX",1008.9
2024-01-07,"01:36:00","X4","PN",1005.9
2024-01-07,NA,"X4","PPT",0
2024-01-07,NA,"X4","RS24h",9.8
2024-01-07,NA,"X4","VVM10",4.7
2024-01-07,NA,"X4","DVM10",325
2024-01-07,"09:48:00","X4","VVX10",13.7
2024-01-07,"09:48:00","X4","DVVX10",305
2024-01-07,NA,"X8","TM",9.7
2024-01-07,"13:34:00","X8","TX",14.7
2024-01-07,"05:30:00","X8","TN",6.5
2024-01-07,NA,"X8","HRM",33
2024-01-07,"05:28:00","X8","HRX",54
2024-01-07,"15:10:00","X8","HRN",14
2024-01-07,NA,"X8","PM",1002
2024-01-07,"23:27:00","X8","PX",1003.2
2024-01-07,"01:12:00","X8","PN",1000.5
2024-01-07,NA,"X8","PPT",0
2024-01-07,NA,"X8","RS24h",9.6
2024-01-07,NA,"X8","VVM10",5.2
2024-01-07,NA,"X8","DVM10",315
2024-01-07,"08:14:00","X8","VVX10",13.9
2024-01-07,"08:14:00","X8","DVVX10",316
2024-01-08,NA,"D5","TM",6
2024-01-08,"14:38:00","D5","TX",11.6
2024-01-08,"08:12:00","D5","TN",3.2
2024-01-08,NA,"D5","HRM",39
2024-01-08,"23:31:00","D5","HRX",52
2024-01-08,"14:14:00","D5","HRN",27
2024-01-08,NA,"D5","PM",966.2
2024-01-08,"23:39:00","D5","PX",969.9
2024-01-08,"01:36:00","D5","PN",963.3
2024-01-08,NA,"D5","PPT",0
2024-01-08,NA,"D5","RS24h",9.7
2024-01-08,NA,"D5","VVM10",6.2
2024-01-08,NA,"D5","DVM10",336
2024-01-08,"03:23:00","D5","VVX10",14.7
2024-01-08,"03:23:00","D5","DVVX10",344
2024-01-08,NA,"X2","TM",7.8
2024-01-08,"12:46:00","X2","TX",11.8
2024-01-08,"06:32:00","X2","TN",4.4
2024-01-08,NA,"X2","HRM",44
2024-01-08,"20:38:00","X2","HRX",74
2024-01-08,"11:46:00","X2","HRN",24
2024-01-08,NA,"X4","TM",9.2
2024-01-08,"13:05:00","X4","TX",13.2
2024-01-08,"06:07:00","X4","TN",6.1
2024-01-08,NA,"X4","HRM",35
2024-01-08,"23:15:00","X4","HRX",50
2024-01-08,"11:51:00","X4","HRN",21
2024-01-08,NA,"X4","PM",1011.6
2024-01-08,"23:45:00","X4","PX",1015.7
2024-01-08,"00:51:00","X4","PN",1008.3
2024-01-08,NA,"X4","PPT",0
2024-01-08,NA,"X4","RS24h",9.8
2024-01-08,NA,"X4","VVM10",1.3
2024-01-08,NA,"X4","DVM10",348
2024-01-08,"00:51:00","X4","VVX10",9.7
2024-01-08,"00:51:00","X4","DVVX10",345
2024-01-08,NA,"X8","TM",8.3
2024-01-08,"13:53:00","X8","TX",13.8
2024-01-08,"23:27:00","X8","TN",4.7
2024-01-08,NA,"X8","HRM",35
2024-01-08,"23:26:00","X8","HRX",54
2024-01-08,"14:00:00","X8","HRN",20
2024-01-08,NA,"X8","PM",1005.7
2024-01-08,"23:40:00","X8","PX",1009.7
2024-01-08,"00:36:00","X8","PN",1002.7
2024-01-08,NA,"X8","PPT",0
2024-01-08,NA,"X8","RS24h",9.6
2024-01-08,NA,"X8","VVM10",2.7
2024-01-08,NA,"X8","DVM10",313
2024-01-08,"03:13:00","X8","VVX10",10
2024-01-08,"03:13:00","X8","DVVX10",303
2024-01-09,NA,"D5","TM",6.1
2024-01-09,"12:47:00","D5","TX",9.5
2024-01-09,"02:24:00","D5","TN",3.7
2024-01-09,NA,"D5","HRM",75
2024-01-09,"19:01:00","D5","HRX",98
2024-01-09,"03:55:00","D5","HRN",48
2024-01-09,NA,"D5","PM",971
2024-01-09,"10:30:00","D5","PX",972
2024-01-09,"04:34:00","D5","PN",969.6
2024-01-09,NA,"D5","PPT",0
2024-01-09,NA,"D5","RS24h",8.3
2024-01-09,NA,"D5","VVM10",2.6
2024-01-09,NA,"D5","DVM10",44
2024-01-09,"02:03:00","D5","VVX10",8.3
2024-01-09,"02:03:00","D5","DVVX10",317
2024-01-09,NA,"X2","TM",8.3
2024-01-09,"14:30:00","X2","TX",11.6
2024-01-09,"06:51:00","X2","TN",4.8
2024-01-09,NA,"X2","HRM",64
2024-01-09,"23:32:00","X2","HRX",81
2024-01-09,"10:10:00","X2","HRN",47
2024-01-09,NA,"X4","TM",9.3
2024-01-09,"13:02:00","X4","TX",11.7
2024-01-09,"06:35:00","X4","TN",6.6
2024-01-09,NA,"X4","HRM",59
2024-01-09,"19:32:00","X4","HRX",73
2024-01-09,"04:18:00","X4","HRN",41
2024-01-09,NA,"X4","PM",1016.5
2024-01-09,"10:00:00","X4","PX",1017.7
2024-01-09,"04:36:00","X4","PN",1015.2
2024-01-09,NA,"X4","PPT",0
2024-01-09,NA,"X4","RS24h",8.3
2024-01-09,NA,"X4","VVM10",1.3
2024-01-09,NA,"X4","DVM10",32
2024-01-09,"15:24:00","X4","VVX10",5.8
2024-01-09,"15:24:00","X4","DVVX10",75
2024-01-09,NA,"X8","TM",8.1
2024-01-09,"12:17:00","X8","TX",11.9
2024-01-09,"06:07:00","X8","TN",3.7
2024-01-09,NA,"X8","HRM",64
2024-01-09,"23:21:00","X8","HRX",82
2024-01-09,"09:32:00","X8","HRN",42
2024-01-09,NA,"X8","PM",1010.6
2024-01-09,"11:09:00","X8","PX",1011.7
2024-01-09,"04:31:00","X8","PN",1009.3
2024-01-09,NA,"X8","PPT",0
2024-01-09,NA,"X8","RS24h",8.3
2024-01-09,NA,"X8","VVM10",1.2
2024-01-09,NA,"X8","DVM10",28
2024-01-09,"01:12:00","X8","VVX10",5.2
2024-01-09,"01:12:00","X8","DVVX10",295
2024-01-10,NA,"D5","TM",6.7
2024-01-10,"12:37:00","D5","TX",8.2
2024-01-10,"01:01:00","D5","TN",5.7
2024-01-10,NA,"D5","HRM",91
2024-01-10,"17:36:00","D5","HRX",100
2024-01-10,"21:21:00","D5","HRN",76
2024-01-10,NA,"D5","PM",969.5
2024-01-10,"10:04:00","D5","PX",971.2
2024-01-10,"21:22:00","D5","PN",968
2024-01-10,NA,"D5","PPT",4.9
2024-01-10,NA,"D5","RS24h",1.9
2024-01-10,NA,"D5","VVM10",3.3
2024-01-10,NA,"D5","DVM10",24
2024-01-10,"23:39:00","D5","VVX10",8.5
2024-01-10,"23:39:00","D5","DVVX10",352
2024-01-10,NA,"X2","TM",8.7
2024-01-10,"13:50:00","X2","TX",10.9
2024-01-10,"22:00:00","X2","TN",6.5
2024-01-10,NA,"X2","HRM",81
2024-01-10,"23:08:00","X2","HRX",98
2024-01-10,"06:20:00","X2","HRN",64
2024-01-10,NA,"X4","TM",9.6
2024-01-10,"12:31:00","X4","TX",11.6
2024-01-10,"21:17:00","X4","TN",8.3
2024-01-10,NA,"X4","HRM",77
2024-01-10,"19:00:00","X4","HRX",100
2024-01-10,"06:09:00","X4","HRN",63
2024-01-10,NA,"X4","PM",1014.8
2024-01-10,"00:02:00","X4","PX",1016.7
2024-01-10,"18:57:00","X4","PN",1013.2
2024-01-10,NA,"X4","PPT",6.6
2024-01-10,NA,"X4","RS24h",2.3
2024-01-10,NA,"X4","VVM10",1
2024-01-10,NA,"X4","DVM10",358
2024-01-10,"23:06:00","X4","VVX10",5.2
2024-01-10,"23:06:00","X4","DVVX10",312
2024-01-10,NA,"X8","TM",8.4
2024-01-10,"12:25:00","X8","TX",11.9
2024-01-10,"21:54:00","X8","TN",6.1
2024-01-10,NA,"X8","HRM",88
2024-01-10,"22:00:00","X8","HRX",100
2024-01-10,"14:01:00","X8","HRN",72
2024-01-10,NA,"X8","PM",1008.9
2024-01-10,"00:00:00","X8","PX",1010.8
2024-01-10,"19:18:00","X8","PN",1007.3
2024-01-10,NA,"X8","PPT",6.6
2024-01-10,NA,"X8","RS24h",2.3
2024-01-10,NA,"X8","VVM10",0.9
2024-01-10,NA,"X8","DVM10",321
2024-01-10,"23:13:00","X8","VVX10",6.2
2024-01-10,"23:13:00","X8","DVVX10",332
2024-01-11,NA,"D5","TM",5.6
2024-01-11,"13:09:00","D5","TX",10.4
2024-01-11,"23:21:00","D5","TN",3.9
2024-01-11,NA,"D5","HRM",83
2024-01-11,"02:30:00","D5","HRX",100
2024-01-11,"13:37:00","D5","HRN",63
2024-01-11,NA,"D5","PM",971
2024-01-11,"22:43:00","D5","PX",974.5
2024-01-11,"01:00:00","D5","PN",967.8
2024-01-11,NA,"D5","PPT",0.1
2024-01-11,NA,"D5","RS24h",7.1
2024-01-11,NA,"D5","VVM10",6.2
2024-01-11,NA,"D5","DVM10",326
2024-01-11,"23:51:00","D5","VVX10",10.2
2024-01-11,"23:51:00","D5","DVVX10",316
2024-01-11,NA,"X2","TM",9.1
2024-01-11,"14:35:00","X2","TX",12.8
2024-01-11,"00:32:00","X2","TN",6.1
2024-01-11,NA,"X2","HRM",73
2024-01-11,"00:35:00","X2","HRX",94
2024-01-11,"13:09:00","X2","HRN",50
2024-01-11,NA,"X4","TM",9.6
2024-01-11,"13:23:00","X4","TX",13.1
2024-01-11,"01:02:00","X4","TN",7.8
2024-01-11,NA,"X4","HRM",66
2024-01-11,"02:21:00","X4","HRX",89
2024-01-11,"13:05:00","X4","HRN",49
2024-01-11,NA,"X4","PM",1016.5
2024-01-11,"23:00:00","X4","PX",1020.1
2024-01-11,"01:00:00","X4","PN",1013.4
2024-01-11,NA,"X4","PPT",0.1
2024-01-11,NA,"X4","RS24h",7.1
2024-01-11,NA,"X4","VVM10",1.6
2024-01-11,NA,"X4","DVM10",320
2024-01-11,"15:30:00","X4","VVX10",6.5
2024-01-11,"15:30:00","X4","DVVX10",327
2024-01-11,NA,"X8","TM",8.1
2024-01-11,"15:11:00","X8","TX",11.3
2024-01-11,"01:21:00","X8","TN",5.5
2024-01-11,NA,"X8","HRM",73
2024-01-11,"02:28:00","X8","HRX",94
2024-01-11,"13:45:00","X8","HRN",55
2024-01-11,NA,"X8","PM",1010.6
2024-01-11,"22:40:00","X8","PX",1014.2
2024-01-11,"00:49:00","X8","PN",1007.4
2024-01-11,NA,"X8","PPT",0
2024-01-11,NA,"X8","RS24h",6.2
2024-01-11,NA,"X8","VVM10",3
2024-01-11,NA,"X8","DVM10",308
2024-01-11,"15:53:00","X8","VVX10",8.4
2024-01-11,"15:53:00","X8","DVVX10",305
2024-01-12,NA,"D5","TM",5.5
2024-01-12,"13:44:00","D5","TX",10
2024-01-12,"07:07:00","D5","TN",2.8
2024-01-12,NA,"D5","HRM",73
2024-01-12,"07:04:00","D5","HRX",91
2024-01-12,"14:33:00","D5","HRN",55
2024-01-12,NA,"D5","PM",975.2
2024-01-12,"10:39:00","D5","PX",976.3
2024-01-12,"03:39:00","D5","PN",974.2
2024-01-12,NA,"D5","PPT",0
2024-01-12,NA,"D5","RS24h",9.7
2024-01-12,NA,"D5","VVM10",9.4
2024-01-12,NA,"D5","DVM10",312
2024-01-12,"21:55:00","D5","VVX10",14
2024-01-12,"21:55:00","D5","DVVX10",323
2024-01-12,NA,"X2","TM",9.2
2024-01-12,"13:14:00","X2","TX",13.5
2024-01-12,"06:49:00","X2","TN",6.5
2024-01-12,NA,"X2","HRM",61
2024-01-12,"06:31:00","X2","HRX",77
2024-01-12,"13:14:00","X2","HRN",43
2024-01-12,NA,"X4","TM",9.7
2024-01-12,"13:58:00","X4","TX",14.3
2024-01-12,"23:37:00","X4","TN",7.4
2024-01-12,NA,"X4","HRM",56
2024-01-12,"07:32:00","X4","HRX",66
2024-01-12,"14:00:00","X4","HRN",40
2024-01-12,NA,"X4","PM",1020.9
2024-01-12,"10:37:00","X4","PX",1022
2024-01-12,"00:33:00","X4","PN",1019.8
2024-01-12,NA,"X4","PPT",0
2024-01-12,NA,"X4","RS24h",9.6
2024-01-12,NA,"X4","VVM10",2.6
2024-01-12,NA,"X4","DVM10",290
2024-01-12,"23:40:00","X4","VVX10",9.7
2024-01-12,"23:40:00","X4","DVVX10",314
2024-01-12,NA,"X8","TM",8.4
2024-01-12,"13:30:00","X8","TX",13.6
2024-01-12,"07:30:00","X8","TN",5.6
2024-01-12,NA,"X8","HRM",61
2024-01-12,"07:36:00","X8","HRX",75
2024-01-12,"13:30:00","X8","HRN",43
2024-01-12,NA,"X8","PM",1015
2024-01-12,"10:35:00","X8","PX",1016
2024-01-12,"03:47:00","X8","PN",1013.9
2024-01-12,NA,"X8","PPT",0
2024-01-12,NA,"X8","RS24h",9.4
2024-01-12,NA,"X8","VVM10",4.1
2024-01-12,NA,"X8","DVM10",303
